symbol,membership_code,source_name,source_ref,as_of_date,note
058470,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
058610,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
060250,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
060280,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
060370,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
062040,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
064350,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
064350,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
064400,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
064760,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
065350,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
066570,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
066570,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
066970,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
067160,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
067310,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
068270,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
068270,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
068760,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
069080,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
069260,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
069620,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
069960,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
071050,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
071050,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
071320,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
071970,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
073240,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
074600,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
078340,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
078600,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
078930,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
078930,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
